32	1	a	alguien sabe si el joto de <user> ya desayuno ? si le embonó la noticia de q la selección juega aquí ? si ya chingo a su madre el puberto ?
33	0	a	<user> nos vale madre sudaca
34	1	a	<user> poca madre tienen enrique dice el pri es pura transparencia puro robar a lo descarado y la gente de la cierra que se chinguen bola de ratas
35	1	a	<user> q poca madre y la gente te valio rosario no pues el ser humano que eres sin como razón ni ahumada té quiso
36	1	a	<user> sin los ptos árbitros no ganan ni madre
37	1	a	<user> tanto puto gasto para que estos tipos les valga madre usarlas
38	1	a	<user> así es que vayan a chingar a su puta madre
39	1	a	<user> chinga a tu perra wila madre
40	1	a	<user> chinga tu madre pendejo
41	1	a	<user> chinga tu puta madre que te mal pario en un charco de sangre !
42	1	a	<user> es solo un hdp aprovechado y que su diosito bimbo me perdone
43	1	a	<user> no tu ered el hdp pendejo que no sabe respetar
44	0	a	<user> ¿así te informas y sales del pensamiento único ? que rigor madre mía que rigor
45	1	a	<user> basura q nadie lo soporta en chile es yn pobre chupa patas x maldito hdp !
46	1	a	<user> dejen de tirar basura hdp gente puerca
47	1	a	<user> hdp ! y sale caminando y mantiene sus laburo cdo en todos los contratos dice q deben tener buena conducta este encima dice q estaba en pedo
48	1	a	<user> huecos hdp den la cara mal nacidos con servidores públicos como estos para que putas lleguen a renunciar y no regresen bastardos
49	1	a	<user> jajajaja tu mamá aparte de luchona naca y americanista ocurrente la putita
50	0	a	<user> jajajaja luchona suena feo jaja
51	1	a	no mamen un asco de portada cuando no tienen mas argumentos para joder recurren a esto que poca madre tienen repito que poca madre tienen
52	1	a	<user> no tienen madre mejor comprométanse a revisar las porweurias de epn en la estafa maestra
53	1	a	<user> que chinge asu puta madre el tico ese tan mediocre es su pais que ve programas de mexico ! jaja chinga tu madre tico pemdwjo
54	1	a	<user> que chingue a su madre y se largue a la verga molesto
55	1	a	<user> que sabes ? hdp que te metes a vos
56	1	a	<user> quien lo dice ? un lameculos chupa pitos ?
57	1	a	si pero porque hay lameculos en la coparmex simpatizantes del opus day y grupitos pedorros de ese estilo con honor a la verdad no lo es
58	1	a	<user> son verdaderamente y sin duda unos hijos de puta ! no tienen madre no tienen perdón ! ojalá lo robado haga que mueran en vida ! miserables !
59	1	a	<user> tú chinga tu madre si no sabes cómo está el país si no has visto la parte pobre y menos si toleras las mamadas de este presidente de mierda
60	1	a	<user> ya se me juntaron v ya váyanse a chingar su paloma madre bai
61	1	a	<user> molesto wey hdp te la acabas de mamarr jaja
62	0	a	<user> millones que pagarán con la bolsa izquierda después que entregaron y saquearon a la nación ! poca madre !
63	1	a	<user> a eso se le llama no tener madre ni vergüenza pero bien dicen se tiene el gobierno que se merece
64	0	a	<user> a huevo chingada madre¡
65	1	a	<user> a nosotros tu pinche puta vida hdp pendejo
66	1	a	<user> acaba la primaria pública hijo de tu puta naca madre
67	1	a	<user> chinguen a su madre si bien saben que se hacen pendejos todos y en todas las líneas otra vez chinguen a su puta madre
68	1	a	<user> daño es irle al america seguro eres una machorra frustrada jajaja
69	0	a	<user> de la discriminación sí estoy hasta la madre !
70	1	a	<user> de parte mia chinga tu madre <user> saludos
71	1	a	<user> de seguro tu eres uno de edos hdp rateros verdad ?
72	1	a	<user> el señor tiene el superpoder de hablar mierda cagar la madre y cambiar su color de piel a color naranja ni modo
73	0	a	<user> el video es tomado en la calle principal santa madre de dios y abarca el tramo señalado
74	1	a	<user> es la misma mugrosa esto es tan planeado como el <user> valen madre malditos lacras
75	1	a	<user> es un chingado tronco inflado sigue viviendo de un gol <user> chinguen a su reputa madre
76	0	a	<user> es una mentada de madre
77	0	a	<user> esa foto no tiene madre me encanta llorar jalo jalo cuando quieran
78	1	a	<user> ese es un verdadero ejemplo de un hijo de puta mas lo que le va a vender nuestro rey supremo <user> que aquí todo esta de poca madre
79	0	a	<user> eso lo dices <user> no tendría madre pues con q varas medirías a los políticos q se roban todo ?
80	0	a	<user> habla de soluciones no ofrece alternativas irresponsable ! abusivo ! hdp
81	0	a	<user> hija de tu madre jaja vete a la mierda vete a la mierda
82	1	a	<user> hijo de tu puta madre deja a almeyda trabajar agusto
83	0	a	<user> jajajajajajaja hdp ! ha sido un buen lunes
84	0	a	<user> jajajajjajaaj hdp no me metas a mi ahre no se pq se me pegan los presos blda jajaja tengo un iman jaja
85	1	a	<user> lameculos igual que el
86	0	a	<user> no no presenta contratiempos su nula eficiencia es lo normal hdp !
87	1	a	<user> para que le hace caso a un reverendo imbécil lameculos del pri
88	0	a	<user> ps ya valió el asunto usaré netflix con mi red móvil y mi madre verá blim jaja
89	1	a	<user> pués les vale madre la gente !
90	1	a	<user> puta madre ni un escuincle de primaria que no estudio para el examen contesta así ! viejo payaso !
91	0	a	<user> puta madre porque nunca me gano nada llorar
92	0	a	<user> puta madre todo es malo al rato respirar va a ser malo y todo da cancer
93	1	a	<user> q esq eres otra lameculos d doña potorro ? o esq ya empieza el peloteo ? como tu hija va a ser su compi
94	1	a	<user> que el líder le de trabajo a los conductores de cabify el mugroso hdp
95	1	a	<user> que le crea a lozasno su puta perra y asquerosa madre ese putito pr iista disfrazado de pitufo tiene mucha cola que le pisen
96	1	a	<user> qué triste terminar de lameculos de quien te robó la presidencia en
97	0	a	<user> si no puedes con los q están aquí q madre esperan los paisanos q lleguen de aquel lado ?
98	0	a	<user> si de ahora en adelante te voy a cagar la madre jajajaja jaja
99	1	a	<user> siempre hubo solo que ahora se sabe más que hdp lacra merece pena de muerte la desfiguró !
100	1	a	<user> te parto tu madre v
101	1	a	tengan tantita madre trabajen x soluciones en lópez mateos sur seguramente ustedes viajan en helicóptero <user>
102	1	a	<user> todo méxico no <user> desea anhela espera que la selección pierda por eso chingas a tu madre puig
103	1	a	<user> valiente ? defendiendo a la hdp de mamá rosa ? no es más que basura intelectual y encima priista de closet
104	1	a	<user> vergüenza ese hdp no la conoce mientras le rinda dividendos transas
105	1	a	<user> vos tu madre hdp
106	1	a	<user> y si este hermano hdp <user> tuyo se queda en panamá ? el d javidu sonreía en guatemala estaría mejor allá
107	1	a	<user> jaja este hijo de su asesina madre está idiota enfermo mariguano alguien que lo bloquee en twitter por favor
108	1	a	<user> ¡pobre pendejo lameculos de los yanquis !
109	1	a	<user> m jajaja ! esperando acá en mixcoac ya más de hora como siempre los chóferes saltándose calles que hdp
110	1	a	<user> a pesar de ese maldito pelón tendencioso hdp de medrano
111	1	a	<user> ah robar lo único se saben hacer hdp
112	1	a	<user> ahorita les aviso para que se tomen fotos y se las manden para que no se preocupe mas viejo lameculos
113	0	a	<user> alan por favor rt su madre familia y amigos estamos muy preocupados necesitamos encontrarlos
114	1	a	<user> alv ! tu apoyando a méxico ? mañana va a llover a raja madre
115	1	a	<user> anda a dialogar con tu madre que posiblemente es la única que le queda un poco de paciencia diputado de mierd renuncia hdp
116	0	a	<user> así como esta chivando a si madre las chivas sin habrá ni un partido jaja
117	1	a	baia hdp <user> está buena la robadera verdad ? nadie se imaginaq <user>
118	0	a	<user> borracha jajajja me haces el día hdp jajajja también te amo y te extraño amor
119	1	a	<user> borrala hdp
120	1	a	<user> buenas noches solo vengo a decirle que chingues a tu madre tu el america y el desaparecido atlante i
121	0	a	<user> bueno ya dense en su madre
122	0	a	<user> bueno no es como que el que hizo a escobar hablara siquiera español sí le vale madre a la producción
123	0	a	<user> buenos diaaas a toda madre que siga lloviendo
124	0	a	<user> chiga tu loca madre soy panista cuando hubo un sondeo de opinión a la base triste peñanietista ?
125	1	a	<user> chinga a tu madre
126	1	a	<user> chinga tu madre estoy cenando culero
127	1	a	<user> chinga tu madre ojalá te mueras puto
128	1	a	<user> chinga tu madre pinche gringo puñetero
129	1	a	<user> chinga tu madre ratero de mierda eres un vulgar populista retrógrado
130	1	a	<user> chinga tu madre bebé
131	1	a	<user> como van a estar de fiesta los edos afectados ? chps oax por la ayuda de la q hablas ? dices mierda ante el micrófono hdp !
132	0	a	<user> compadre vea la diferenciación ! una pera y una pera luchona !
133	0	a	<user> cortala jajajaja no quiero que se me pegue mamá luchona
134	1	a	<user> cuando eres hermana hija madre padre abuel amig tóxica y luchona a la vez
135	1	a	<user> culerísimo y mediocre y no es padre es madre padre luchona y aristogata a la vez ! jajaja
136	1	a	<user> deberíamos darle el título de mamá luchona
137	0	a	<user> día de señora luchona ?
138	0	a	<user> eres bonita sobrina mía eres auténtica leal sincera divertida luchona alegre bonita por dentro y por fuera
139	0	a	<user> es la mejor es mujer es luchona es hija es novia es abogada es mi vieja chingaoo jajaja
140	0	a	<user> es una mamá luchona
141	0	a	<user> esa es mi gente luchona
142	0	a	<user> esoo ! si claro fui con la hijas de su madre ! jejejej
143	1	a	<user> espero sepas sumar asumiendo que eres un idoiota suma pan prd y mc ya ching te a tu madre a tu rancho rata asquerosa con tu cartel
144	0	a	<user> está con madre esto hay que hacer uno nosotrxs
145	1	a	<user> esta con madre y para cuando te alivias marrana ?
146	0	a	<user> estaba con madre en telehit
147	1	a	<user> este es un pinche dinosaurio hijo de su reputa madre toda su maldita vida ha vivido de su mugrosa política discurso hueco
148	0	a	<user> estoy hasta la puta madre jajajajajaja
149	0	a	<user> evidentemente la madre superiora estaría muy decepcionada de mí
150	0	a	<user> felicidades vale eres una mujer luchona querendona con tus progenitores con puntos definidos en tu sendero
151	0	a	<user> generala chepita la luchona a las órdenes de la patria
152	0	a	<user> haa especifica yo pensé ya me ganaron alguien ya la hizo mamá luchona
153	1	a	<user> hijo de tu basura madre española <user> vete a robar a tu puerco pais mierda <user> <<url>> hijo de put
154	0	a	<user> hijo de tu pinche madre ! te amo bb me encanta jajajajajajajajaja jaja
155	1	a	<user> hijo de tu puta madre perra ojala te maten maldito perro
156	1	a	<user> hijo de tu puta madre quien te crees para ponerme así de tristirijillo ? josé ?
157	1	a	<user> hijos de su puta madre por eso el país está de la chingada ellos por robar los ciudadanos por conformarnos
158	1	a	<user> hijos de su puta madre ya no se sabe en quien confiar que escoria de gente
159	1	a	<user> hola pinche toluca te pones bien fría hija de tu puta madre
160	0	a	<user> hola toño ayer en tu programa como a las narraste carta de una madre enferma de cancer a su hija me puedes regalar título
161	1	a	hombre sin palabra a chingar a su madre de volada en su ferrari <user>
162	1	a	<user> igual iba a quedar preñada e iba a ser otra luchona feminazi que hacen protestas inutiles que no sirven de nada
163	0	a	<user> inténtalo esta con madre
164	0	a	<user> jaja de velda me pone de pésimo humor y más cuando no captan el me vales madre
165	0	a	<user> jaja el nuevo iwatch es doctor reloj teléfono y mamá luchona al mismo tiempo
166	1	a	<user> jajaja no wey doña lucha no la mamá luchona de veracruz
167	0	a	<user> jajaja ya sabes muy luchona
168	0	a	<user> jajajaja no bbe soy pobre y si trabajo ! ya soy luchona ! lucho por mi jaja
169	1	a	<user> lameculos del prian dejen de cagar pendejadas por la boca y exigan al gob que regrese mil millones de la estafa maestra para damnificad s <<url>>
170	0	a	<user> mañana madrugas te piensas mudar sabes sin querer quedar bien tu me inspiras por luchona
171	1	a	<user> muchas gracias q h pásale tú también a chingar a tu madre t a f miércoles de mentadas
172	0	a	<user> nada es gratis en esta vida y tú eres luchona a poco no ?
173	0	a	<user> nada más acuérdate de nat su bella madre y de abrir un espacio para nosotras
174	0	a	<user> ni me hablas ni un mensajito ya me cambias me das en mi madre valdez
175	0	a	<user> no a mi hajaja valemos madre bebe
176	1	a	<user> no hace falta q en cada video saqueis imagenes de doña potorro ya nos queda claro q sois unos lameculos mas ! quétoñazo
177	0	a	<user> no invoques a esa madre xfavor
178	1	a	<user> no las he probado cuando las pruebe las doy amor y si están de puta madre te doy amor hasta a ti
179	0	a	<user> no le entiendo a esta madre jajajaja jaja pero ya estoy aquí pp amor
180	0	a	<user> no manches mentada de madre
181	0	a	<user> no te equivocabas mi madre y tu tenían muchísima razón siempre es mejor lo que viene
182	1	a	<user> no tienen abuela madre vergüenza
183	1	a	<user> no tienen puta madre esos putos
184	1	a	<user> nunca le he creído su pose de mujer luchona y altruista
185	0	a	<user> o muere al ver a la luchona sobresalir
186	0	a	<user> ojalá fuera más luchona como roy la vdd
187	0	a	<user> ojalá hay alguien más bendecido solo es uno pero igual y vemos como los puedo llevar al padre fer y a madre tú
188	0	a	<user> ojitos de alcancia jejejee igualita a si madre el sultán en imagen
189	1	a	<user> osorio es un pendejazo le parte la madre al plantel
190	1	a	<user> otra mama luchona ?
191	1	a	<user> oye gata eres mexicana además de naquísima porqué puta madre escribes en inglés sirvientucha
192	0	a	<user> pa la madre ! han de ser de importacion
193	0	a	<user> pa su madre en esta cola si me formo aunque no den nada jeje
194	0	a	<user> pa tener estas a toda madre !
195	0	a	<user> pancracia la luchona
196	1	a	<user> para k vayas y chingues a tu madre pinche lagarto mercenario
197	0	a	<user> para mi abuelita es mi absoluta madre
198	0	a	<user> pd mi madre aún no sabe jaja ️
199	1	a	<user> pendeja pártele su madre
200	1	a	<user> pendejo lameculos i
201	1	a	<user> pero manda a chingar a su madre al werever jajaja
202	0	a	<user> pero pues ni modo que los case jajaja mi gata es una luchona !
203	1	a	<user> pinche pelón hijo de tu puta madre bigotes de culo de chango chingas a tu perra puta madre
204	1	a	<user> pinche viejo pendejo apuesta tu chingada madre déjate de mamadas y de estar engañando pendejos
205	1	a	<user> por eso juegan así el que debe exigir esta satisfecho que poca madre
206	0	a	<user> por fin ya estaba hasta la madre
207	1	a	<user> presidente trump chingas a tu madre
208	0	a	<user> que acabo de conocer a uno ! que está que se come solo el hdp caliente
209	0	a	<user> que bueno que segui haviendo gente luchona que se levanta temprano
210	1	a	<user> que se lleven a su madre a ver que se sienten hdp
211	1	a	<user> que se pudra el hdp ! que imagen tan triste
212	0	a	<user> que tiene que vayan a repechaje igual y le rompen su madre a nueva zelanda
213	0	a	<user> que verga ? ! yo esa madre la termino en un mes
214	1	a	<user> que ya chinguen a su madre todos alv
215	0	a	<user> r ? todavia se juega esa madre ? ahah mejor full csgo perro
216	1	a	<user> ratas oportunistas hdp !
217	0	a	<user> realmente estás obsesionado con esa madre del huracán
218	1	a	<user> regresale algo de lo que nos robaste que se te afloje el corazón cínico corrupto impune ladrón rata lameculos mierda
219	0	a	<user> respira profundo y juega otra madre o en otro server o yo que se pero relaja la raja
220	1	a	<user> ridículo creyendo que ganó el canelo confirmas ser poco conocedor de box otro pinche villamelon pendejo hdp alv pinche fanboy
221	1	a	<user> se debiera prohibir el gasto innecesario en publicidad de los politiquillos hdp son una mierda
222	1	a	<user> secretario de sedeso puebla méxico recibe felicitaciones del idiota del <user> una joya hdp !
223	1	a	<user> seguro que eso si lo van a hacer funcionar hdp
224	0	a	<user> sería una casualidad o un dios muy hdp si de verdad es un castigo
225	1	a	<user> si este hijodeputa quiere ayudar debería ser completamente invisible al hacerlo igual que su bola de secretarios lameculos
226	0	a	<user> si estuvieras aquí podríamos valer madre juntas
227	0	a	<user> si fuera china de billete tendría las cartas que quiero amor qoq
228	1	a	<user> si no se ríe te rompe tu madre por mamón jsjaja
229	0	a	<user> si te gusta la piña ojalá algún día te toque probar el heladito de piña que hace mi madre para postre p
230	0	a	<user> si y uno que era como de sopa de letras o un pedo así de la madre esa que está en la explanada bien memes de secundaria
231	0	a	<user> siempre hay tiempo para darse en la madre por alguien ni modo ️
232	0	a	<user> siempre no valió madre jaja
233	0	a	<user> sii y estuvo con madre la fiesta ! jaja
234	0	a	<user> son los primeros que las piden hdp jajaja
235	1	a	<user> son unas pinches bascas humanas les vale madre si hay desastres o no ! mientras salgan bonitos en las fotos pinche bola de culeros
236	1	a	<user> son unos bestias pendejos siempre es lo mismo tienen para golear y la terminan cagando que primer lugar ni que puta madre
237	1	a	<user> son unos hdp molesto
238	0	a	<user> su definición de clase es irle a los tigres ¿que tenga tantita madre es mucho pedir ?
239	0	a	<user> subele a esa madre wujiju jaja
240	1	a	<user> todo porque como no andamos de lameculos con <user> no nos dan suficiente financiamiento para cosas que necesitamos
241	1	a	<user> tremendo hdp y así quieres ser presidente vete a la mierda
242	1	a	<user> vas en micro camión se suben unos hdp y les quitan todo a todos en un taxi te pueden secuestrar en el metro hay n carteristas
243	1	a	<user> verstappen es un cabron hdp
244	0	a	<user> y solo los ves y empiezas a chingar la madre jajajajajaja amor
245	0	a	<user> ya m tienen hasta la madre esos maes
246	0	a	<user> ya nadie usa esa madre más que los adolescentes tenemos pericos
247	0	a	<user> ya no quiero darme en la madre por nadie
248	1	a	<user> ya para de mamar con tus mentiras me tienes hasta la madre
249	1	a	<user> ya pendejo chinga tu madre no es ahuevo que escribas
250	1	a	<user> ya regresaste a tu papel de niña mujer luchona ? jajajaja
251	1	a	<user> ya te callo el hocico marrano de mierda hasta parece que te está cojiendo el piojo hijo de tu puta madre
252	1	a	<user> ya váyanse a chingar a su madre pinche selección de cagada que nada más estorba en el mundial
253	0	a	<user> yo juana la luchona lol jaja
254	0	a	<user> yo por eso madre soltera y luchona amo a mis bendiciones jaja
255	0	a	<user> yo se que puedes eres fuerte y luchona jaja
256	0	a	<user> yo soy mama luchona eh !
257	1	a	<user> buenas noches ? qué sueñes con las angelitos ? chingue a su madre <user> usted escoja !
258	0	a	noticia karen bryson se suma a ' justice league ' como la madre de cyborg
259	0	a	video el reto de ser madre y profesionista ¿cómo le haces ? mujeres empoderadas
260	1	a	¡¡tú estás fea tú estás fea heraclia fea heraclia tú y tu pinche madre y tu puta madre fea heraclia !
261	0	a	¡mamá luchona ! dejó su hijo por minutos en el auto por ir de compras al centro
262	0	a	¡tierra de la llorona ! gente luchona vamos pa ' lante
263	0	a	¿dónde están mis súper poderes de señora luchona cuando los necesito ?
264	0	a	¿es en serio que hay una canción en bachata que trata de una mamá luchona ? así dice textual
265	0	a	¿por qué les gusta la sol clamato ? sabe a orines esa madre
266	0	a	¿por qué madre entré a instagram ? a darme en la madre nada más
267	0	a	¿sienten que su día va pa la madre ? a una compañera se le fue una nude al chat de trabajo mañana le llevo un rastrillo
268	0	a	¿voy a correr y que me valga madre que el ortopedista dijo que no lo hiciera ?
269	0	a	¿ya te diste cuenta que el año el sexenio y tu vida están valiendo madre ? de nada
270	0	a	ama hasta que te duela si te duele es buena señal madre teresa de calcuta citas
271	0	a	cuando mi madre nos daba el pan repartía amor
272	0	a	️ a años de la muerte de la madre teresa de calcuta
273	0	a	am ni estando enfermo respetas morfeo ¡tantita madre !
274	0	a	likes y comentarios y nos damos en la madre bryan millts brayan reyes jajaja jaja jajaja ok feliz bryan vs bryan
275	0	a	millones ? deberia ser mas que el pemexgate kes vale madre romper la ley que es tan laxa en castigos
276	0	a	° c de temperatura máxima en las vegas pronosticada para hoy madre santa
277	0	a	frases inspiradoras de la madre teresa de calcuta
278	0	a	a días para el estreno de mother movie mother madre la pelicula
279	0	a	a años de la muerte de la madre teresa de calcuta
280	0	a	a alguien mas le tiene hasta su puta madre el anuncio de the tick en youtube ?
281	0	a	a casi años de valer madre en todo que bendición dios mío
282	0	a	a chingar su madre la dignidad
283	0	a	a dormir ! ya me di en la madre !
284	0	a	a huevo puta madre arriba la máquina carajo !
285	0	a	a la madre horas en rainbowsix divition creo que ya no tengo raya ' v
286	0	a	a la madre pobre de jair !
287	0	a	a la madre que golazo de costa rica
288	0	a	ahí vienen los dreamers ! el metro cdmx hasta su madre los trabajos escasos la gente se sigue reproduciendo y la ciudad es un caos !
289	0	a	ahora si a chingar a su madre la fecha fifa y ahora si a disfrutar de nuestra gloriosa liga mx
290	0	a	ahora si hasta la madre de todo ! colera
291	1	a	ahorita que todos le están mentando la madre a tecatito chinguen a su madre todos !
292	0	a	al fin y al cabo me vale madre llorar no el nunco soy asi chingon nadien me quiere me tomo un tequila y la cama
293	1	a	al perro que se te acerque le parto su madre a si de facil
294	1	a	al qué inventó las clases a las am le deseo desde lo más profundo de mi ser que se vaya a chingar a su madre bien y bonito saludos
295	0	a	al rato tengo que exponer de problemática y no sé ni qué onda pero yo siempre expongo poca madre así que equis
296	0	a	alaa madre que bruja jaja
297	0	a	algo no cuadra cuando el wey que te quiere romper la madre también te quiere vender droga
298	0	a	algún alma caritativa que me invite a comer un chile en nogada ? este año mi madre no hizo prometo repetir !
299	0	a	algún día resolveré mis problemas con madurez pero por ahora seguiré resolviéndolos con un pues chingue a su madre
300	0	a	ama hasta que te duela si te duele es buena señal madre teresa de calcuta citas
301	0	a	ama tu cuerpo de madre tal y como es trabaja en cambiar lo que puedas y agradece esas huellas que la maternidad te regalan
302	0	a	amar la frase que chingue a su madre el américa
303	0	a	amigos nunca hagan comentarios para hacerse los chistositos con algo acerca de mí porque si no les miento la madre es por respeto a ella
304	0	a	amigos vero tiene toda la razón por eso no hay que ir a esa madre mejor todos a costeño a empedar
305	0	a	aunque las digo lo suficientemente frecuente como para tener que moderarme enfrente de mi madre o mi abuela
306	0	a	aveces me quejo de varias vainas que pasan en mi vida pero recuerdo que tengo netflix y todo me vale madre ! xd
307	0	a	ayuda para una madre que le ha arrebatado a su hijo
308	0	a	b a p are back ! ya los extrañaba hijos de su madre ! '
309	0	a	baia baia hijo de tu puta madre traicionero jaja a m de jesse and amp joy
310	0	a	baia baia me están perdiendo amigos ya valió madre esto hahaha
311	0	a	baja a cenar grito su madre dsde la cocina el caminaba x el pasillo cuando su mama abrio su recamara no bajes yo tambien lo oi micro horror
312	0	a	básicamente la felicidad consiste en que te valga madre la vida de todos los demás y vivas la tuya como quieras
313	0	a	bendita nfl está de regreso se acabaron los miserables empates a ceros y patitas flacas llegó el padre y madre de todos los deportes nfl
314	0	a	bloquea hasta su madre en tuiter
315	0	a	boda con mota y harta dama blanca <user> impresionante capítulo mentadas de madre interesante y fuerte <user> corre video
316	0	a	bueno sí era de esperarse con esa sonrisa tan pasada de madre
317	0	a	buenos días mundo ! me vale madre y hoy voy a lavar
318	1	a	buenos dias ! a todos ! menos a ti peña nieto tu vas y chingas a tu reputa madre !
319	1	a	buenos días que chingue su madre terco
320	1	a	buenos putos días gente cabrona e hija de su reputa madre ! huevos putos culeros
321	1	a	cada día me siento como un perro ovejero tratando de cuidar sus ovejas vale madre pinches rateros póngase a trabajar colera
322	0	a	casi me doy en mi madre mientras bailaba por la mañana blue de mariana jaja mi pobre manchas se asusto cuando vio que casi me caía
323	0	a	celebrando con <user> y <user> la cocina oaxaqueña madre e hijo en <user>
324	1	a	chingarse el dinero del pueblo está mal pero chingarse el dinero del pueblo pobre es chinguen a su madre <user>
325	1	a	chingas a tu puta madre navas memo ochoa es tu padre
326	1	a	chingas a tu zanahoria madre hdp molesto
327	0	a	chingas tú chingo yo chinga tu madre
328	0	a	chingo a mi madre me cae ️
329	0	a	chingo mi madre ¿si era muy necesario enfermarme justo ahora ?
330	1	a	chingue a su madre pinche profesor de paola cactus
331	0	a	chingue a su madre mañana todos vamos a desayunar pastel mi mamá jaja
332	0	a	chingue su madre a la verga todo
333	1	a	chinguen a su madre los ticos menos keylor navas obvio
334	1	a	chinguen a su madre todos menos <user> ella es chida
335	0	a	como no me di cuenta hah chingada madre jajajaj
336	0	a	cómo puede ser que siempre que salgo con alguien me cruzo a todo el mundo la concha de tu madre aah
337	0	a	como se me explota la cabeza la puta madre
338	1	a	compañeritos de mi universidad chinguen a su madre excepto a mis amigos cool
339	0	a	comportandonos de la peor manera dandole la espalda ala madre naturaleza todos quieren dominar al mundo
340	1	a	con éste clima como que se antoja que te saques a chingar tu madre
341	1	a	con todo el respeto del mundo y sin él ya me tienen hasta la madre los haters de osorio y de ochoa
342	0	a	con todo respeto y educación campus tú y tu quinto semestre pueden tomar la puerta e irse a chigar toda su puta madre
343	0	a	con un gran equipo multidisciplinario logramos atender exitosamente a binomio madre hija por enfermedad cardiaca con alto riesgo !
344	0	a	consejo para toda la vida siempre que vayas a un concierto y haya un telonero no lo abuchees ellos se rompieron la madre para estar ahí
345	0	a	coño e su madre cuando pierdo los cambios hechos en el trabajo mierdaa puta tecnología
346	0	a	cosas que me cagan horriblemente y tener que esperar a alguien que es impuntual como la puta madre
347	0	a	creo que mi madre acaba de descubrir los gifs no deja de mandarme jaja love her
348	0	a	creo que tengo menos de para terminar la na y falta días para que esa madre llegue !
349	0	a	cuando vi este comercial de ziploc me acordé de la hermosa y luchona <user>
350	0	a	decidí faltar y al rato voy a estar valiendo madre x eso
351	1	a	definitivamente a chingar a su madre con todo y sus insultos !
352	1	a	después de leer lo de sedesol ojalá ya se vaya a chingar a su madre el pinche pri en las próximas elecciones pinche bola de ratas
353	0	a	detrás de cada niño pequeño que cree en sí mismo se encuentra una madre o una padre que creyeron primero
354	0	a	día internacional de la mujer indígena constructora de herencia e historia la madre tierra emerge de tus entrañas que son vida
355	1	a	dicen que no tienes madre ! que tu novio confiando en ti estando en otro lugar ! y tu con otro que te estaba acariciando !
356	0	a	dios es como la más amorosa madre que cuida de tí con gran devoción ternura y cariño ! su pasatiempo favorito es consagrars
357	0	a	dios y principio universal dual padre y madre elohim dioses y diosas ometecutli omecihuatl iod he vau he
358	0	a	diosito dijo dejarás a tu padre y madre y formarás una nueva familia no que vas a estar pegado a mamá y papá por siempre por eso soy ateo
359	1	a	disculpa me altere deschinga tú madre y regrésate de la verga
360	0	a	disfrutando de los obsequios de la madre tierra emientras escucho a <user>
361	0	a	dolores la luchona fuerte
362	0	a	donde hay que hacer solicitud para trabajar con ustedes ? la pinta de luchona ya la tengo y todos dicen que soy un cafre cabify <user>
